# Scalar ASCII output created by CarpetIOScalar
# created on kop122.datura.admin by barry on Mar 29 2012 at 02:06:54+0200
# parameter filename: "/lustre/datura/barry/simulations/EinsteinToolkit_Maxwell/bbh/output-0001/bbh.par"
# Build ID: build-sim-login-damiana.damiana.admin-barry-2012.03.28-18.17.23-3129
# Simulation ID: run-bbh-kop122.datura.admin-barry-2012.03.29-00.04.46-28796
# Run ID: run-bbh-kop122.datura.admin-barry-2012.03.29-00.04.46-28796
#
# SYSTEMSTATISTICS::maxrss_mb (systemstatistics::process_memory_mb)
# 1:iteration 2:time 3:data
# data columns: 3:maxrss_mb 4:majflt_mb 5:arena_mb 6:ordblks_mb 7:hblks_mb 8:hblkhd_mb 9:uordblks_mb 10:fordblks_mb 11:keepcost_mb 12:swap_used_mb
10880 170 1796 3 1645 0 0 54 1143 483 0 10
11008 172 1796 3 1645 0 0 54 1143 483 0 10
11136 174 1796 3 1645 0 0 54 1143 483 0 10
11264 176 1796 3 1645 0 0 54 1143 483 0 10
11392 178 1796 3 1645 0 0 54 1143 483 0 10
11520 180 1796 3 1645 0 0 54 1143 483 0 10
11648 182 1796 3 1645 0 0 54 1143 483 0 10
11776 184 1796 3 1645 0 0 54 1143 483 0 10
11904 186 1796 3 1645 0 0 54 1143 483 0 10
12032 188 1796 3 1645 0 0 54 1143 483 0 10
12160 190 1796 3 1645 0 0 54 1143 483 0 10
12288 192 1796 3 1645 0 0 54 1143 483 0 10
12416 194 1796 3 1645 0 0 54 1143 483 0 10
12544 196 1796 3 1645 0 0 54 1143 483 0 10
12672 198 1796 3 1645 0 0 54 1143 483 0 10
12800 200 1796 3 1645 0 0 54 1143 483 0 10
12928 202 1796 3 1645 0 0 54 1143 483 0 10
13056 204 1796 3 1645 0 0 54 1143 483 0 10
13184 206 1796 3 1645 0 0 54 1143 483 0 10
13312 208 1796 3 1645 0 0 54 1143 483 0 10
13440 210 1796 3 1645 0 0 54 1143 483 0 10
13568 212 1796 3 1645 0 0 54 1143 483 0 10
13696 214 1796 3 1645 0 0 54 1143 483 0 10
13824 216 1796 3 1645 0 0 54 1143 483 0 10
13952 218 1796 3 1645 0 0 54 1143 483 0 10
14080 220 1796 3 1645 0 0 54 1143 483 0 10
14208 222 1796 3 1645 0 0 54 1143 483 0 10
14336 224 1796 3 1645 0 0 54 1143 483 0 10
14464 226 1796 3 1645 0 0 54 1143 483 0 10
14592 228 1796 3 1645 0 0 54 1143 483 0 10
14720 230 1796 3 1645 0 0 54 1143 483 0 10
14848 232 1796 3 1645 0 0 54 1143 483 0 10
14976 234 1796 3 1645 0 0 54 1143 483 0 10
15104 236 1796 3 1645 0 0 54 1143 483 0 10
15232 238 1796 3 1645 0 0 54 1143 483 0 10
15360 240 1796 3 1645 0 0 54 1143 483 0 10
15488 242 1796 3 1645 0 0 54 1143 483 0 10
15616 244 1796 3 1645 0 0 54 1143 483 0 10
15744 246 1796 3 1645 0 0 54 1143 483 0 10
15872 248 1796 3 1645 0 0 54 1143 483 0 10
16000 250 1796 3 1645 0 0 54 1143 483 0 10
16128 252 1796 3 1645 0 0 54 1143 483 0 10
16256 254 1796 3 1645 0 0 54 1143 483 0 10
16384 256 1796 3 1645 0 0 54 1143 483 0 10
16512 258 1796 3 1645 0 0 54 1143 483 0 10
16640 260 1796 3 1645 0 0 54 1143 483 0 10
16768 262 1796 3 1645 0 0 54 1143 483 0 10
16896 264 1796 3 1645 0 0 54 1143 483 0 10
17024 266 1796 3 1645 0 0 54 1143 483 0 10
17152 268 1796 3 1645 0 0 54 1143 483 0 10
17280 270 1796 3 1645 0 0 54 1143 482 0 10
17408 272 1796 3 1645 0 0 54 1143 482 0 10
17536 274 1796 3 1645 0 0 54 1143 482 0 10
17664 276 1796 3 1645 0 0 54 1143 482 0 10
17792 278 1796 3 1645 0 0 54 1143 482 0 10
17920 280 1796 3 1645 0 0 54 1143 482 0 10
18048 282 1796 3 1645 0 0 54 1143 482 0 10
18176 284 1796 3 1645 0 0 54 1143 482 0 10
18304 286 1796 3 1645 0 0 54 1143 482 0 10
18432 288 1796 3 1645 0 0 54 1143 482 0 10
18560 290 1796 3 1645 0 0 54 1143 482 0 10
18688 292 1796 3 1645 0 0 54 1143 482 0 10
18816 294 1796 3 1645 0 0 54 1143 482 0 10
18944 296 1796 3 1645 0 0 54 1143 482 0 10
19072 298 1796 3 1645 0 0 54 1143 482 0 10
19200 300 1796 3 1645 0 0 54 1143 482 0 10
